filename,x1,y1,x2,y2,with_mask
002065.jpg,205,377,590,966,FALSE
002066.jpg,150,186,406,598,TRUE
002067.jpg,90,6,721,834,TRUE
002068.jpg,151,125,764,1004,TRUE
002069.jpg,646,298,961,735,TRUE
002070.jpg,408,2,989,685,TRUE
002071.jpg,334,190,785,771,TRUE
002072.jpg,482,221,892,839,TRUE
002073.jpg,418,121,574,332,TRUE
002073.jpg,394,431,445,516,FALSE
002073.jpg,343,484,399,553,FALSE
002073.jpg,351,438,436,550,FALSE
002074.jpg,615,71,1070,733,TRUE
002075.jpg,686,133,936,457,TRUE
002076.jpg,398,476,601,768,TRUE
002077.jpg,306,124,821,775,TRUE
002078.jpg,642,34,760,230,TRUE
002079.jpg,385,181,541,406,TRUE
002080.jpg,374,38,507,243,TRUE
002081.jpg,796,252,1055,541,TRUE
002081.jpg,57,214,300,485,TRUE
002081.jpg,423,286,653,599,TRUE
002082.jpg,327,383,732,930,TRUE
002083.jpg,490,107,608,251,TRUE
002083.jpg,274,195,410,377,TRUE
002083.jpg,647,65,776,264,TRUE
002084.jpg,277,178,705,773,TRUE
002085.jpg,653,367,1017,912,TRUE
002086.jpg,231,188,825,841,TRUE
002087.jpg,425,507,744,944,TRUE
002088.jpg,205,137,606,685,TRUE
002089.jpg,269,200,644,745,TRUE
002090.jpg,405,532,690,881,FALSE
002091.jpg,388,0,928,690,TRUE
002092.jpg,270,319,717,995,TRUE
002093.jpg,390,405,921,1174,TRUE
002094.jpg,387,175,707,649,FALSE
002095.jpg,307,203,851,926,TRUE
002096.jpg,100,11,873,842,TRUE
002097.jpg,406,48,832,736,TRUE
002098.jpg,487,41,878,659,TRUE
002099.jpg,364,214,775,868,TRUE
002100.jpg,271,2,884,798,TRUE
002101.jpg,228,65,712,624,TRUE
002102.jpg,288,1,856,791,TRUE
002103.jpg,489,565,904,1141,TRUE
002104.jpg,213,107,555,810,TRUE
002104.jpg,142,350,208,455,FALSE
002105.jpg,648,297,757,519,TRUE
002106.jpg,283,159,724,877,TRUE
002107.jpg,251,100,557,518,TRUE
002108.jpg,410,158,603,454,TRUE
002109.jpg,114,123,372,472,FALSE
002110.jpg,419,382,718,832,TRUE
002111.jpg,303,171,767,806,TRUE
002112.jpg,189,218,660,841,TRUE
002113.jpg,381,51,611,348,TRUE
002114.jpg,516,259,754,580,TRUE
002115.jpg,333,164,561,478,TRUE
002116.jpg,434,464,717,879,TRUE
002117.jpg,573,269,1024,1032,TRUE
002118.jpg,224,301,833,1228,TRUE
002119.jpg,311,246,764,819,TRUE
002120.jpg,512,585,1026,1212,TRUE
002120.jpg,4,725,373,1243,TRUE
002121.jpg,273,313,395,503,TRUE
002122.jpg,247,20,701,652,TRUE
002123.jpg,67,22,534,640,TRUE
002123.jpg,610,612,865,847,FALSE
002124.jpg,415,371,622,642,TRUE
002125.jpg,533,122,1028,831,TRUE
002126.jpg,105,9,939,1184,TRUE
002127.jpg,381,169,734,660,TRUE
002128.jpg,386,0,807,606,TRUE
002129.jpg,99,111,460,593,TRUE
002129.jpg,583,201,875,609,TRUE
002130.jpg,401,251,856,910,TRUE
002131.jpg,328,46,850,736,TRUE
002132.jpg,456,270,934,832,TRUE
002133.jpg,324,608,563,921,TRUE
002134.jpg,387,120,878,826,TRUE
002135.jpg,550,89,656,249,TRUE
002136.jpg,319,38,742,639,TRUE
002137.jpg,519,350,732,655,TRUE
002138.jpg,283,280,773,997,TRUE
002139.jpg,334,226,799,885,TRUE
002140.jpg,427,587,553,750,TRUE
002140.jpg,728,673,843,840,TRUE
002141.jpg,238,78,762,957,FALSE
002142.jpg,253,104,626,697,TRUE
002142.jpg,653,191,1037,768,TRUE
002143.jpg,353,245,634,575,FALSE
002144.jpg,542,346,649,506,FALSE
002145.jpg,436,154,525,268,TRUE
002146.jpg,473,315,531,403,TRUE
002147.jpg,149,33,528,607,TRUE
002148.jpg,602,381,936,805,TRUE
002149.jpg,292,292,763,999,FALSE
002150.jpg,244,194,535,631,TRUE
002151.jpg,234,140,935,1045,TRUE
002152.jpg,445,538,681,1024,FALSE
002152.jpg,495,232,594,343,FALSE
002153.jpg,327,68,838,769,TRUE
002154.jpg,366,8,891,646,TRUE
002155.jpg,258,580,658,1153,TRUE
002156.jpg,206,0,933,798,TRUE
002157.jpg,108,303,700,1147,TRUE
002158.jpg,210,57,479,450,TRUE
002158.jpg,595,163,740,353,FALSE
002159.jpg,272,2,726,659,TRUE
002160.jpg,45,289,580,984,TRUE
002161.jpg,0,332,310,750,FALSE
002161.jpg,688,106,1079,705,FALSE
002161.jpg,352,91,599,467,FALSE
002162.jpg,293,186,866,1039,TRUE
002163.jpg,372,21,1075,964,TRUE
002164.jpg,354,68,838,843,TRUE
002165.jpg,394,198,742,638,TRUE
002166.jpg,696,6,885,273,TRUE
002166.jpg,211,601,404,864,TRUE
002166.jpg,268,0,439,227,TRUE
002166.jpg,771,529,930,756,TRUE
002167.jpg,236,392,730,1011,TRUE
002168.jpg,261,215,805,956,FALSE
002169.jpg,295,302,451,483,TRUE
002169.jpg,576,358,775,563,TRUE
002170.jpg,553,300,891,716,TRUE
002170.jpg,114,255,174,336,FALSE
002171.jpg,330,208,764,867,TRUE
002172.jpg,159,102,540,647,TRUE
002173.jpg,326,186,750,833,TRUE
002174.jpg,356,168,920,921,TRUE
002175.jpg,321,246,674,758,TRUE
002176.jpg,45,74,516,718,TRUE
002177.jpg,290,58,625,490,FALSE
002178.jpg,129,24,193,104,FALSE
002178.jpg,891,44,974,145,TRUE
002179.jpg,497,179,577,277,TRUE
002179.jpg,694,203,779,287,TRUE
002179.jpg,291,171,382,280,TRUE
002180.jpg,211,417,806,1137,TRUE
002181.jpg,12,170,336,614,TRUE
002182.jpg,199,320,534,805,TRUE
002183.jpg,333,141,688,631,TRUE
002184.jpg,289,82,637,607,TRUE
002185.jpg,274,219,697,795,TRUE
002186.jpg,422,257,664,559,TRUE
002187.jpg,60,141,430,747,TRUE
002187.jpg,690,548,951,907,TRUE
002187.jpg,725,15,970,365,FALSE
002188.jpg,280,168,720,826,TRUE
002188.jpg,81,484,169,579,FALSE
002189.jpg,194,141,803,943,TRUE
002190.jpg,430,150,535,318,TRUE
002190.jpg,997,2,1080,143,FALSE
002191.jpg,240,20,557,456,FALSE
002192.jpg,427,77,922,786,TRUE
002193.jpg,178,236,801,975,TRUE
002194.jpg,155,54,645,759,TRUE
002195.jpg,193,38,847,932,TRUE
002195.jpg,718,35,812,157,FALSE
002196.jpg,184,139,735,861,FALSE
002197.jpg,666,277,822,470,TRUE
002198.jpg,166,371,620,1048,FALSE
002199.jpg,304,110,816,795,TRUE
002200.jpg,82,349,356,653,TRUE
002200.jpg,664,200,987,528,TRUE
002201.jpg,474,1005,813,1349,TRUE
002202.jpg,589,361,993,897,TRUE
002202.jpg,128,197,516,713,TRUE
002203.jpg,264,187,629,746,FALSE
002204.jpg,56,139,257,407,TRUE
002204.jpg,136,636,381,921,TRUE
002204.jpg,296,72,448,265,TRUE
002204.jpg,724,706,890,944,TRUE
002204.jpg,933,198,1073,438,TRUE
002204.jpg,710,138,923,399,TRUE
002205.jpg,473,258,720,686,TRUE
002205.jpg,0,251,256,756,FALSE
002205.jpg,213,113,499,526,FALSE
002206.jpg,193,183,568,724,TRUE
002206.jpg,867,822,1004,1060,FALSE
002207.jpg,527,119,656,309,TRUE
002208.jpg,563,87,685,268,TRUE
002209.jpg,230,95,643,706,TRUE
002210.jpg,175,0,857,1016,TRUE
002211.jpg,178,243,552,655,TRUE
002212.jpg,383,213,737,677,TRUE
002213.jpg,267,246,870,1068,TRUE
002214.jpg,280,0,1016,936,TRUE
002215.jpg,258,224,641,773,TRUE
002216.jpg,528,238,868,722,TRUE
002217.jpg,438,478,781,862,TRUE
002218.jpg,210,160,692,769,TRUE
002219.jpg,104,175,550,805,FALSE
002220.jpg,178,0,477,322,TRUE
002221.jpg,338,295,875,1041,TRUE
002222.jpg,272,4,756,662,TRUE
002223.jpg,444,125,631,315,TRUE
002224.jpg,129,282,592,998,TRUE
002225.jpg,203,171,715,870,TRUE
002226.jpg,141,461,215,566,TRUE
002226.jpg,905,365,993,474,TRUE
002227.jpg,2,63,330,646,TRUE
002228.jpg,223,166,352,352,FALSE
002229.jpg,204,222,347,470,TRUE
002230.jpg,266,8,561,448,TRUE
002231.jpg,365,60,789,629,TRUE
002232.jpg,491,73,900,669,TRUE
002233.jpg,629,562,1033,1155,TRUE
002234.jpg,469,224,676,455,TRUE
002235.jpg,340,247,678,789,TRUE
002236.jpg,200,84,682,757,TRUE
002237.jpg,137,4,903,1014,TRUE
002238.jpg,288,84,712,759,TRUE
002239.jpg,320,182,927,1170,FALSE
002240.jpg,362,242,820,831,TRUE
002241.jpg,149,184,738,996,TRUE
002242.jpg,134,2,582,439,TRUE
002243.jpg,210,419,397,683,TRUE
002244.jpg,224,269,600,800,TRUE
002245.jpg,251,311,771,1185,FALSE
002246.jpg,707,345,932,665,TRUE
002247.jpg,424,121,766,641,TRUE
002248.jpg,237,88,805,840,TRUE
002249.jpg,574,133,742,377,TRUE
002250.jpg,250,0,821,664,TRUE
002251.jpg,96,66,292,363,TRUE
002251.jpg,134,147,192,205,FALSE
002252.jpg,373,257,749,770,TRUE
002253.jpg,197,171,450,491,TRUE
002254.jpg,628,202,922,616,TRUE
002255.jpg,716,295,833,456,TRUE
002256.jpg,199,11,444,330,TRUE
002257.jpg,385,477,499,646,TRUE
002258.jpg,133,199,880,1073,TRUE
002259.jpg,223,0,670,533,TRUE
002260.jpg,181,207,749,961,TRUE
002261.jpg,339,10,903,859,TRUE
002262.jpg,698,82,854,270,TRUE
002262.jpg,165,94,353,309,TRUE
002262.jpg,442,84,626,344,TRUE
002263.jpg,200,405,664,1070,TRUE
002264.jpg,180,148,564,784,TRUE
002265.jpg,537,43,877,525,TRUE
002266.jpg,320,144,798,829,TRUE
002267.jpg,341,202,459,377,TRUE
002267.jpg,701,69,835,254,TRUE
002268.jpg,146,5,367,302,FALSE
002268.jpg,318,557,696,1044,FALSE
002268.jpg,720,28,968,350,FALSE
002269.jpg,810,70,943,293,TRUE
002269.jpg,498,103,620,320,TRUE
002270.jpg,136,33,823,988,TRUE
002271.jpg,603,86,768,327,FALSE
002271.jpg,319,669,484,951,FALSE
002271.jpg,609,681,776,935,FALSE
002271.jpg,301,91,497,433,TRUE
002272.jpg,256,0,469,291,TRUE
002273.jpg,323,258,692,729,TRUE
002274.jpg,439,376,678,724,TRUE
002275.jpg,320,180,718,826,TRUE
002276.jpg,587,194,918,669,TRUE
002276.jpg,54,204,383,648,TRUE
002277.jpg,155,269,418,583,TRUE
002278.jpg,360,223,664,633,TRUE
002279.jpg,569,100,1018,698,TRUE
002280.jpg,83,601,412,1023,TRUE
002280.jpg,621,222,787,450,TRUE
002280.jpg,260,307,419,502,TRUE
002281.jpg,62,6,316,370,TRUE
002282.jpg,301,304,564,557,TRUE
002283.jpg,351,204,848,923,TRUE
002284.jpg,367,130,636,528,TRUE
002285.jpg,417,114,615,364,TRUE
002286.jpg,380,218,780,918,TRUE
002287.jpg,469,48,922,716,TRUE
002288.jpg,408,698,598,941,TRUE
002288.jpg,889,632,1049,843,TRUE
002288.jpg,484,35,601,224,TRUE
002288.jpg,831,87,988,305,TRUE
002288.jpg,134,67,277,245,TRUE
002288.jpg,690,742,839,977,TRUE
002289.jpg,342,132,685,637,TRUE
002290.jpg,533,226,651,368,FALSE
002291.jpg,296,75,568,464,TRUE
002292.jpg,363,46,655,408,TRUE
002293.jpg,510,80,654,244,TRUE
002293.jpg,156,69,274,236,TRUE
002294.jpg,402,210,507,394,TRUE
002294.jpg,378,898,414,975,FALSE
002295.jpg,379,296,780,834,TRUE
002296.jpg,317,391,784,1163,TRUE
002297.jpg,345,64,727,580,TRUE
002298.jpg,344,213,956,868,TRUE
002299.jpg,69,302,428,817,TRUE
002299.jpg,748,406,1048,819,TRUE
002299.jpg,485,226,719,520,TRUE
002300.jpg,482,210,583,370,FALSE
002301.jpg,190,214,474,562,TRUE
002302.jpg,296,46,517,329,TRUE
002303.jpg,219,48,646,629,TRUE
002304.jpg,305,57,818,772,TRUE
002305.jpg,63,1,769,897,TRUE
002306.jpg,795,581,1080,992,TRUE
002306.jpg,671,82,876,261,FALSE
002307.jpg,474,131,938,946,TRUE
002308.jpg,475,111,602,298,TRUE
002309.jpg,316,205,660,700,TRUE
002310.jpg,381,457,797,912,TRUE
002311.jpg,160,266,558,855,TRUE
002311.jpg,634,140,758,335,FALSE
002312.jpg,7,96,828,828,TRUE
002313.jpg,261,0,709,524,TRUE
002314.jpg,447,317,561,454,FALSE
002315.jpg,0,188,201,587,TRUE
002316.jpg,166,109,352,403,TRUE
002316.jpg,634,605,866,868,TRUE
002316.jpg,617,118,877,483,TRUE
002316.jpg,93,693,272,964,TRUE
002316.jpg,9,384,48,438,FALSE
002317.jpg,294,112,714,771,TRUE
002318.jpg,196,145,688,844,TRUE
002319.jpg,606,221,953,625,FALSE
002319.jpg,61,282,508,790,TRUE
002320.jpg,660,251,698,307,FALSE
002320.jpg,474,480,506,524,FALSE
002321.jpg,451,226,643,492,TRUE
002322.jpg,294,265,696,911,TRUE
002323.jpg,541,171,945,721,TRUE
002323.jpg,97,487,419,891,TRUE
002324.jpg,521,163,974,717,TRUE
002325.jpg,304,244,532,592,TRUE
002326.jpg,250,316,772,1015,TRUE
002327.jpg,348,78,744,684,FALSE
002328.jpg,132,233,835,1106,TRUE
002329.jpg,343,118,855,786,TRUE
002330.jpg,316,365,801,1072,TRUE
002331.jpg,436,83,807,610,TRUE
002332.jpg,456,51,830,577,TRUE
002333.jpg,249,111,823,957,TRUE
002334.jpg,157,72,508,545,FALSE
002334.jpg,765,392,812,444,FALSE
002335.jpg,281,95,575,512,TRUE
002336.jpg,156,256,495,705,TRUE
002336.jpg,611,275,946,668,TRUE
002337.jpg,24,197,389,660,TRUE
002337.jpg,686,291,1074,784,FALSE
002338.jpg,304,197,873,986,TRUE
002339.jpg,142,81,799,994,FALSE
002340.jpg,342,104,616,521,TRUE
002341.jpg,638,443,1029,977,TRUE
002341.jpg,146,106,566,667,TRUE
002342.jpg,332,0,835,472,TRUE
002343.jpg,518,491,833,988,TRUE
002344.jpg,270,126,710,790,TRUE
002345.jpg,377,81,532,280,TRUE
002346.jpg,611,184,950,681,TRUE
002346.jpg,422,538,639,791,FALSE
002347.jpg,620,139,1056,668,TRUE
002347.jpg,0,42,427,600,TRUE
002347.jpg,431,419,520,526,TRUE
002348.jpg,30,16,931,1006,TRUE
002349.jpg,471,96,1023,879,TRUE
002350.jpg,348,154,959,999,FALSE
002351.jpg,291,99,777,781,TRUE
002352.jpg,164,625,493,1047,TRUE
002353.jpg,162,50,574,619,TRUE
002354.jpg,204,12,799,808,TRUE
002355.jpg,342,178,429,292,TRUE
002356.jpg,242,113,687,661,TRUE
002357.jpg,127,310,478,825,FALSE
002357.jpg,546,337,897,833,TRUE
002358.jpg,43,377,529,946,TRUE
002359.jpg,267,213,549,642,TRUE
002359.jpg,735,440,868,581,FALSE
002360.jpg,291,216,548,601,FALSE
002361.jpg,140,360,430,735,TRUE
002361.jpg,680,310,1048,815,TRUE
002362.jpg,132,7,986,1059,TRUE
002363.jpg,25,12,1027,1014,TRUE
002364.jpg,265,37,1072,918,FALSE
002365.jpg,85,145,539,835,TRUE
002366.jpg,189,213,898,1232,TRUE
002367.jpg,413,116,821,663,FALSE
002368.jpg,132,211,502,702,TRUE
002368.jpg,690,219,1059,703,TRUE
002369.jpg,614,115,781,320,TRUE
002370.jpg,121,9,286,242,TRUE
002371.jpg,577,425,769,660,FALSE
002371.jpg,429,346,561,530,FALSE
002372.jpg,259,210,407,424,TRUE
002372.jpg,356,96,467,244,TRUE
002373.jpg,361,14,551,332,TRUE
002373.jpg,266,80,369,240,TRUE
002373.jpg,178,119,277,274,TRUE
002373.jpg,223,70,338,282,TRUE
002374.jpg,378,188,552,442,TRUE
002374.jpg,243,38,397,215,TRUE
002375.jpg,217,215,610,739,TRUE
002376.jpg,370,747,664,1080,TRUE
002376.jpg,838,309,1060,668,FALSE
002376.jpg,1,330,291,692,TRUE
002377.jpg,283,200,791,995,TRUE
002378.jpg,205,5,575,414,TRUE
002379.jpg,193,18,821,831,FALSE
002380.jpg,676,202,1057,708,TRUE
002381.jpg,327,156,694,704,TRUE
002382.jpg,533,391,868,889,TRUE
002383.jpg,48,153,587,852,TRUE
002384.jpg,428,201,647,509,TRUE
002385.jpg,436,158,844,700,TRUE
002386.jpg,253,183,667,774,TRUE
002387.jpg,328,163,589,530,TRUE
002388.jpg,576,246,690,429,FALSE
002389.jpg,437,43,676,458,TRUE
002390.jpg,246,178,840,1073,TRUE
002391.jpg,296,241,801,894,TRUE
002392.jpg,323,426,754,1008,TRUE
002393.jpg,562,278,668,414,TRUE
002393.jpg,560,45,672,188,TRUE
002393.jpg,545,558,655,706,FALSE
002394.jpg,275,159,780,905,TRUE
002395.jpg,414,391,743,878,TRUE
002396.jpg,400,349,749,811,TRUE
002397.jpg,201,317,343,559,FALSE
002398.jpg,385,58,592,327,TRUE
002398.jpg,429,620,649,895,TRUE
002398.jpg,768,11,939,209,TRUE
002398.jpg,789,752,932,932,TRUE
002398.jpg,807,374,944,550,TRUE
002398.jpg,109,27,258,208,TRUE
002398.jpg,127,787,257,926,TRUE
002398.jpg,39,369,188,531,FALSE
002399.jpg,239,118,846,942,TRUE
002400.jpg,255,174,706,793,TRUE
002401.jpg,150,18,545,527,TRUE
002402.jpg,352,3,679,523,TRUE
002402.jpg,420,348,449,395,FALSE
002402.jpg,450,247,482,293,FALSE
002403.jpg,0,0,546,862,TRUE
002404.jpg,152,103,238,201,TRUE
002405.jpg,761,641,1080,1146,TRUE
002405.jpg,0,552,172,855,TRUE
002405.jpg,336,507,587,815,TRUE
002406.jpg,351,48,641,483,TRUE
002406.jpg,225,193,414,517,TRUE
002407.jpg,320,101,931,888,TRUE
002408.jpg,278,194,365,304,FALSE
002408.jpg,820,765,910,884,FALSE
002408.jpg,705,55,905,293,TRUE
002409.jpg,416,314,711,692,TRUE
002410.jpg,74,144,664,841,TRUE
002411.jpg,175,219,763,964,TRUE
002411.jpg,1046,102,1080,164,FALSE
002411.jpg,901,133,952,207,FALSE
002411.jpg,930,255,1033,400,FALSE
002411.jpg,1015,0,1080,67,FALSE
002411.jpg,986,139,1027,205,FALSE
002412.jpg,209,38,738,801,TRUE
002413.jpg,171,154,770,1103,TRUE
002414.jpg,97,128,285,310,TRUE
002415.jpg,220,295,786,1030,TRUE
002416.jpg,208,83,736,895,TRUE
002417.jpg,580,277,1003,793,TRUE
002417.jpg,286,463,386,592,TRUE
002418.jpg,271,215,523,558,TRUE
002418.jpg,711,142,1006,578,TRUE
002419.jpg,324,153,746,812,TRUE
002419.jpg,716,1098,856,1302,TRUE
002420.jpg,452,154,759,601,TRUE
002421.jpg,349,155,955,893,TRUE
002422.jpg,392,401,572,653,FALSE
002423.jpg,467,138,656,394,TRUE
002424.jpg,240,381,664,975,TRUE
002425.jpg,349,146,721,687,TRUE
002426.jpg,386,237,743,707,TRUE
002427.jpg,464,227,959,958,TRUE
002428.jpg,297,319,526,596,TRUE
002428.jpg,587,264,807,515,TRUE
002429.jpg,360,307,751,780,TRUE
002430.jpg,293,136,720,786,TRUE
002431.jpg,74,28,661,820,TRUE
002432.jpg,662,73,1080,809,TRUE
002433.jpg,337,287,761,899,TRUE
002434.jpg,282,212,690,774,TRUE
002435.jpg,553,151,1052,974,TRUE
002435.jpg,180,83,579,656,TRUE
002436.jpg,688,368,1031,785,TRUE
002436.jpg,17,152,475,738,TRUE
002437.jpg,365,76,782,675,TRUE
002437.jpg,131,226,295,519,FALSE
002438.jpg,533,128,1060,886,TRUE
002439.jpg,214,6,779,595,TRUE
002440.jpg,287,109,836,896,TRUE
002441.jpg,261,99,823,973,TRUE
002442.jpg,313,77,711,634,TRUE
002443.jpg,300,224,791,934,TRUE
002444.jpg,520,19,963,602,FALSE
002445.jpg,266,273,436,497,TRUE
002446.jpg,375,71,659,475,TRUE
002447.jpg,612,126,706,256,FALSE
002448.jpg,413,39,957,790,TRUE
002449.jpg,45,400,503,1018,TRUE
002449.jpg,539,132,720,356,TRUE
002450.jpg,307,171,778,767,TRUE
002451.jpg,623,70,782,283,TRUE
002452.jpg,402,224,863,850,TRUE
002453.jpg,279,205,683,728,TRUE
002454.jpg,187,44,657,705,TRUE
002455.jpg,333,238,538,494,TRUE
002456.jpg,250,204,402,377,TRUE
002457.jpg,350,396,727,931,TRUE
002458.jpg,118,135,459,596,TRUE
002458.jpg,502,104,998,802,FALSE
002458.jpg,652,506,850,698,FALSE
002459.jpg,291,213,693,709,TRUE
002460.jpg,414,195,856,768,TRUE
002461.jpg,218,8,908,871,TRUE
002462.jpg,285,18,854,817,TRUE
002463.jpg,221,214,634,725,TRUE
002464.jpg,245,176,698,828,TRUE
002465.jpg,119,143,481,690,TRUE
002466.jpg,442,290,846,906,TRUE
002467.jpg,737,36,1080,533,FALSE
002467.jpg,259,414,298,442,FALSE
002468.jpg,495,80,652,313,TRUE
002469.jpg,239,107,657,745,TRUE
002470.jpg,437,119,716,518,TRUE
002471.jpg,468,146,747,657,TRUE
002472.jpg,429,0,915,606,TRUE
002473.jpg,574,197,861,504,FALSE
002474.jpg,289,134,734,726,TRUE
002475.jpg,292,136,731,696,TRUE
002476.jpg,53,672,474,1189,TRUE
002476.jpg,529,390,929,903,TRUE
002477.jpg,385,223,602,589,FALSE
002478.jpg,355,280,789,950,TRUE
002479.jpg,178,86,568,583,TRUE
002480.jpg,416,27,601,286,TRUE
002481.jpg,415,349,587,552,TRUE
002482.jpg,432,200,740,631,TRUE
002483.jpg,354,265,683,831,TRUE
002484.jpg,410,205,738,676,TRUE
002485.jpg,348,76,733,600,TRUE
002486.jpg,133,352,516,788,TRUE
002486.jpg,628,236,896,605,TRUE
002487.jpg,363,225,872,964,TRUE
002488.jpg,437,81,599,312,TRUE
002489.jpg,303,345,472,570,TRUE
002490.jpg,459,351,952,1086,TRUE
002491.jpg,223,109,534,542,TRUE
002492.jpg,320,120,697,621,TRUE
002493.jpg,229,212,666,829,TRUE
002494.jpg,708,281,864,477,FALSE
002494.jpg,440,142,622,390,FALSE
002495.jpg,352,21,987,771,TRUE
002496.jpg,225,112,436,409,TRUE
002497.jpg,339,5,789,650,TRUE
002498.jpg,369,193,983,1005,TRUE
002499.jpg,236,5,846,765,TRUE
002500.jpg,219,34,560,597,TRUE
002501.jpg,418,172,741,578,TRUE
002502.jpg,512,70,644,286,TRUE
002503.jpg,225,4,882,897,TRUE
002504.jpg,357,240,734,811,TRUE
002505.jpg,84,111,493,677,TRUE
002506.jpg,268,161,594,605,TRUE
002507.jpg,416,217,694,543,FALSE
002508.jpg,354,182,771,784,TRUE
002509.jpg,413,287,760,717,TRUE
002510.jpg,299,116,690,659,TRUE
002511.jpg,406,39,641,434,TRUE
002511.jpg,363,336,431,443,FALSE
002512.jpg,373,427,759,965,TRUE
002513.jpg,149,349,363,611,TRUE
002514.jpg,405,301,814,883,TRUE
002515.jpg,252,0,805,795,TRUE
002515.jpg,256,1168,295,1236,FALSE
002516.jpg,249,216,687,866,TRUE
002517.jpg,208,116,596,830,TRUE
002518.jpg,346,148,745,700,TRUE
002519.jpg,573,115,714,296,TRUE
002520.jpg,445,500,814,912,TRUE
002521.jpg,367,109,673,631,TRUE
002522.jpg,579,360,856,728,TRUE
002522.jpg,383,104,580,339,TRUE
002523.jpg,328,261,725,914,TRUE
002524.jpg,223,0,700,566,TRUE
002525.jpg,497,405,808,957,TRUE
002526.jpg,125,80,395,438,TRUE
002526.jpg,578,430,813,707,TRUE
002526.jpg,377,316,536,521,TRUE
002527.jpg,401,140,872,926,TRUE
002528.jpg,280,60,425,270,TRUE
002529.jpg,87,287,725,923,TRUE
002530.jpg,306,252,680,779,TRUE
002531.jpg,325,236,745,938,TRUE
002532.jpg,489,199,891,862,TRUE
002533.jpg,567,113,623,193,FALSE
002533.jpg,546,670,666,790,FALSE
002534.jpg,295,235,816,1003,TRUE
002535.jpg,0,598,257,1042,FALSE
002535.jpg,272,740,486,1006,FALSE
002535.jpg,505,549,782,826,FALSE
002536.jpg,308,312,679,825,TRUE
002537.jpg,389,218,831,846,TRUE
002538.jpg,347,303,792,983,TRUE
002539.jpg,96,12,1030,951,FALSE
002540.jpg,221,306,615,1057,TRUE
002541.jpg,265,373,492,699,TRUE
002542.jpg,368,146,748,774,TRUE
002543.jpg,0,165,403,806,TRUE
002543.jpg,584,158,875,518,TRUE
002544.jpg,162,97,743,792,FALSE
002545.jpg,58,119,424,531,FALSE
002545.jpg,549,153,812,490,FALSE
002546.jpg,34,202,275,496,TRUE
002546.jpg,721,121,967,442,TRUE
002546.jpg,419,90,655,417,TRUE
002547.jpg,337,214,745,729,TRUE
002548.jpg,202,13,776,748,TRUE
002549.jpg,355,137,740,633,TRUE
002550.jpg,72,222,547,784,TRUE
002551.jpg,147,6,427,357,TRUE
002552.jpg,183,7,879,729,TRUE
002553.jpg,323,260,688,784,TRUE
002554.jpg,211,13,837,973,TRUE
002555.jpg,440,160,903,783,TRUE
002556.jpg,348,174,780,822,TRUE
002557.jpg,241,144,684,761,TRUE
002558.jpg,137,197,641,749,TRUE
002559.jpg,60,700,374,1078,TRUE
002560.jpg,248,27,448,344,TRUE
002561.jpg,171,127,690,806,TRUE
002562.jpg,296,170,719,755,TRUE
002563.jpg,622,147,715,258,FALSE
002564.jpg,231,151,891,1032,TRUE
002565.jpg,273,146,618,645,TRUE
002566.jpg,359,212,823,858,TRUE
002567.jpg,643,135,1059,628,TRUE
002567.jpg,155,179,491,570,FALSE
002568.jpg,288,159,731,697,TRUE
002569.jpg,453,275,761,676,TRUE
002570.jpg,504,81,604,237,TRUE
002571.jpg,354,107,741,681,TRUE
002572.jpg,412,156,531,269,TRUE
002573.jpg,517,173,688,401,TRUE
002574.jpg,433,74,621,306,TRUE
002575.jpg,505,332,578,431,FALSE
002576.jpg,697,364,1080,937,TRUE
002576.jpg,113,191,538,809,TRUE
002577.jpg,339,236,663,651,TRUE
002578.jpg,186,0,921,953,TRUE
002579.jpg,627,177,1032,733,TRUE
002580.jpg,261,170,793,868,TRUE
002580.jpg,414,637,698,889,FALSE
002581.jpg,541,280,983,934,TRUE
002582.jpg,209,171,783,876,TRUE
002583.jpg,357,82,611,483,TRUE
002583.jpg,50,44,363,516,TRUE
002584.jpg,400,188,722,619,TRUE
002585.jpg,773,330,918,524,TRUE
002585.jpg,215,291,360,484,TRUE
002585.jpg,62,490,196,674,TRUE
002585.jpg,541,515,671,694,TRUE
002586.jpg,454,43,554,202,TRUE
002587.jpg,274,285,795,1031,TRUE
002588.jpg,283,67,838,909,TRUE
002589.jpg,455,285,808,771,TRUE
002590.jpg,166,103,853,1002,TRUE
002591.jpg,314,391,819,1057,TRUE
002592.jpg,411,413,739,902,TRUE
002593.jpg,678,703,1065,1256,TRUE
002593.jpg,520,204,627,334,FALSE
002594.jpg,377,25,749,746,TRUE
002595.jpg,114,136,771,1015,TRUE
002596.jpg,0,382,373,976,FALSE
002596.jpg,420,76,1032,884,FALSE
002597.jpg,726,274,948,542,TRUE
002598.jpg,523,180,637,338,TRUE
002598.jpg,583,572,902,989,TRUE
002599.jpg,324,249,749,856,TRUE
002600.jpg,556,374,632,465,TRUE
002601.jpg,302,185,756,871,TRUE
002602.jpg,284,175,803,909,TRUE
002603.jpg,353,146,472,290,TRUE
002603.jpg,84,251,156,344,TRUE
002603.jpg,159,156,236,249,TRUE
002603.jpg,264,152,334,241,TRUE
002604.jpg,300,0,893,823,TRUE
002605.jpg,304,249,791,802,TRUE
002606.jpg,385,45,474,152,TRUE
